id,pred,label,confidence,source
789,unharmful,unharmful,0.9992,en
790,unharmful,unharmful,0.9998,en
791,unharmful,unharmful,0.9841,en
792,unharmful,unharmful,0.9999,en
793,unharmful,unharmful,0.9994,en
794,unharmful,unharmful,0.9933,en
795,unharmful,unharmful,0.989,en
796,unharmful,unharmful,0.9992,en
797,unharmful,unharmful,0.9981,en
798,unharmful,unharmful,0.9933,en
799,unharmful,unharmful,0.9914,en
800,unharmful,unharmful,0.9954,en
801,unharmful,unharmful,0.9924,en
802,harmful,unharmful,0.7773,en
803,unharmful,unharmful,0.9399,en
804,unharmful,unharmful,0.9669,en
805,harmful,unharmful,0.5927,en
806,unharmful,unharmful,0.9975,en
807,unharmful,unharmful,0.9526,en
808,unharmful,unharmful,0.9047,en
809,unharmful,unharmful,0.974,en
810,unharmful,unharmful,0.9526,en
811,unharmful,unharmful,0.9994,en
812,unharmful,unharmful,0.9948,en
813,unharmful,unharmful,0.974,en
814,unharmful,unharmful,0.9707,en
815,unharmful,unharmful,0.9903,en
816,unharmful,unharmful,0.9903,en
817,unharmful,unharmful,0.9964,en
818,unharmful,unharmful,0.9526,en
819,harmful,harmful,0.9466,en
820,unharmful,unharmful,0.974,en
821,unharmful,unharmful,0.974,en
822,unharmful,unharmful,0.9954,en
823,unharmful,unharmful,0.9466,en
824,unharmful,unharmful,0.9797,en
825,unharmful,unharmful,0.7773,en
826,unharmful,unharmful,0.9841,en
827,unharmful,unharmful,0.9983,en
828,unharmful,unharmful,0.9985,en
829,unharmful,unharmful,0.9991,en
830,unharmful,unharmful,0.9997,en
831,unharmful,unharmful,0.9975,en
832,unharmful,unharmful,0.9968,en
833,unharmful,unharmful,0.9987,en
834,unharmful,unharmful,0.9981,en
835,unharmful,unharmful,0.9959,en
836,unharmful,unharmful,0.9933,en
837,unharmful,unharmful,0.9994,en
838,unharmful,harmful,0.9876,en
839,unharmful,unharmful,0.9948,en
840,unharmful,unharmful,0.9924,en
841,unharmful,unharmful,0.9983,en
842,unharmful,unharmful,0.9993,en
843,unharmful,unharmful,0.9841,en
844,unharmful,unharmful,0.9975,en
845,unharmful,unharmful,0.9998,en
846,unharmful,unharmful,0.9991,en
847,unharmful,unharmful,0.9978,en
848,unharmful,unharmful,0.9972,en
849,unharmful,unharmful,0.9876,en
850,unharmful,unharmful,0.9991,en
851,harmful,harmful,1.0,en
852,harmful,harmful,0.982,en
853,harmful,harmful,0.6792,en
854,harmful,harmful,0.9859,en
855,harmful,harmful,0.5622,en
856,harmful,harmful,0.9948,en
857,harmful,harmful,0.9987,en
858,harmful,harmful,0.989,en
859,harmful,harmful,0.867,en
860,harmful,unharmful,0.9707,en
861,harmful,unharmful,0.9903,en
862,harmful,harmful,0.9991,en
863,harmful,unharmful,0.9993,en
864,harmful,harmful,0.9993,en
865,harmful,harmful,0.9999,en
866,harmful,harmful,0.9992,en
867,harmful,harmful,0.9997,en
868,harmful,harmful,0.9992,en
869,harmful,harmful,0.9985,en
870,harmful,harmful,0.9997,en
871,harmful,harmful,0.9991,en
872,harmful,harmful,0.9241,en
873,harmful,harmful,0.8176,en
874,harmful,harmful,0.9987,en
875,harmful,harmful,0.9987,en
876,harmful,harmful,0.982,en
877,harmful,harmful,0.9998,en
878,harmful,harmful,0.9996,en
879,harmful,harmful,0.9959,en
880,harmful,harmful,0.999,en
881,harmful,harmful,0.9996,en
882,harmful,harmful,0.9841,en
883,unharmful,harmful,0.989,en
884,harmful,harmful,0.6225,en
885,harmful,harmful,0.9149,en
886,harmful,harmful,0.9047,en
887,unharmful,harmful,0.6514,en
888,harmful,harmful,0.9933,en
889,harmful,harmful,0.9399,en
890,unharmful,harmful,0.7058,en
891,harmful,harmful,0.9047,en
892,harmful,harmful,0.7549,en
893,harmful,harmful,0.7982,en
894,harmful,harmful,0.9987,en
895,harmful,harmful,0.8808,en
896,unharmful,harmful,0.8176,en
897,unharmful,harmful,0.5312,en
898,harmful,harmful,0.7549,en
899,harmful,harmful,0.6792,en
900,unharmful,harmful,0.9924,en
901,harmful,harmful,0.867,en
902,unharmful,harmful,0.5312,en
903,harmful,harmful,0.9669,en
904,harmful,harmful,0.6225,en
905,harmful,harmful,0.9399,en
906,harmful,harmful,0.9876,en
907,unharmful,unharmful,0.9924,en
908,unharmful,unharmful,0.9978,en
909,unharmful,unharmful,0.9981,en
910,harmful,unharmful,0.9841,en
911,unharmful,unharmful,0.7058,en
912,unharmful,unharmful,0.9978,en
913,unharmful,unharmful,0.5312,en
914,unharmful,unharmful,0.9954,en
915,unharmful,harmful,0.6514,en
916,unharmful,unharmful,0.7982,en
917,unharmful,unharmful,0.6792,en
918,unharmful,unharmful,0.9933,en
919,harmful,unharmful,0.8355,en
920,harmful,harmful,0.8355,en
921,unharmful,unharmful,0.7549,en
922,unharmful,unharmful,0.867,en
923,unharmful,unharmful,0.5312,en
924,unharmful,unharmful,0.7982,en
925,harmful,unharmful,0.5622,en
926,unharmful,unharmful,0.8933,en
927,harmful,unharmful,0.9399,en
928,harmful,unharmful,0.6514,en
929,harmful,unharmful,0.9241,en
930,harmful,unharmful,0.5312,en
931,harmful,harmful,0.5312,en
932,unharmful,unharmful,0.9627,en
933,unharmful,unharmful,0.6225,en
934,unharmful,unharmful,0.5,en
935,unharmful,unharmful,0.8808,en
936,harmful,harmful,0.989,en
937,harmful,unharmful,0.7549,en
938,harmful,unharmful,0.9526,en
939,harmful,unharmful,0.7058,en
940,unharmful,unharmful,0.9707,en
941,unharmful,unharmful,0.7982,en
942,unharmful,unharmful,0.5622,en
943,unharmful,unharmful,0.8355,en
944,harmful,unharmful,0.5622,en
945,unharmful,harmful,0.5622,en
946,unharmful,unharmful,0.9149,en
947,harmful,unharmful,0.6225,en
948,unharmful,unharmful,0.6792,en
949,unharmful,unharmful,0.5312,en
950,unharmful,unharmful,0.974,en
951,unharmful,unharmful,0.9924,en
952,unharmful,unharmful,0.8355,en
953,unharmful,unharmful,0.5,en
954,unharmful,unharmful,0.9924,en
955,unharmful,unharmful,0.9841,en
956,harmful,unharmful,0.5622,en
957,unharmful,unharmful,0.9047,en
958,unharmful,harmful,0.9241,en
959,unharmful,unharmful,0.9466,en
960,unharmful,unharmful,0.7982,en
961,harmful,unharmful,0.7311,en
962,unharmful,unharmful,0.9325,en
963,unharmful,unharmful,0.8933,en
964,unharmful,unharmful,0.6792,en
965,harmful,unharmful,0.977,en
966,unharmful,unharmful,0.7982,en
967,unharmful,unharmful,0.9399,en
968,unharmful,unharmful,0.9399,en
969,unharmful,unharmful,0.9526,en
970,unharmful,unharmful,0.9954,en
971,unharmful,unharmful,0.6792,en
972,unharmful,harmful,0.5622,en
973,harmful,unharmful,0.9325,en
974,unharmful,unharmful,0.9399,en
975,harmful,unharmful,0.7982,en
976,unharmful,harmful,0.852,en
977,unharmful,unharmful,0.6792,en
978,unharmful,unharmful,0.9978,en
979,unharmful,unharmful,0.989,en
980,unharmful,unharmful,0.9707,en
981,harmful,harmful,0.6225,en
982,unharmful,unharmful,0.9627,en
983,unharmful,unharmful,0.9325,en
984,unharmful,harmful,0.9241,en
985,unharmful,unharmful,0.9859,en
986,unharmful,unharmful,0.9959,en
987,unharmful,harmful,0.982,en
988,unharmful,unharmful,0.9669,en
989,unharmful,unharmful,0.9981,en
990,unharmful,unharmful,0.9149,en
991,unharmful,unharmful,0.9859,en
992,unharmful,unharmful,0.8808,en
993,unharmful,unharmful,0.9579,en
994,harmful,unharmful,0.5927,en
995,unharmful,unharmful,0.977,en
996,unharmful,unharmful,0.974,en
997,unharmful,unharmful,0.974,en
998,unharmful,harmful,0.6514,en
999,unharmful,unharmful,0.7311,en
1000,unharmful,unharmful,0.9983,en
1001,unharmful,unharmful,0.9707,en
1002,unharmful,unharmful,0.989,en
1003,unharmful,unharmful,0.9975,en
1004,unharmful,unharmful,0.9669,en
1005,unharmful,unharmful,0.9968,en
1006,unharmful,unharmful,0.8933,en
1007,unharmful,unharmful,0.974,en
1008,unharmful,unharmful,0.9997,en
1009,unharmful,unharmful,0.9149,en
1010,unharmful,unharmful,0.9994,en
1011,unharmful,unharmful,0.9988,en
1012,unharmful,unharmful,0.9526,en
1013,unharmful,unharmful,0.9941,en
1014,unharmful,unharmful,0.9149,en
1015,unharmful,unharmful,0.9797,en
1016,unharmful,unharmful,0.8933,en
1017,unharmful,unharmful,0.9859,en
1018,unharmful,unharmful,0.9047,en
1019,unharmful,unharmful,0.974,en
1020,unharmful,unharmful,0.9978,en
1021,unharmful,unharmful,0.8176,en
1022,unharmful,harmful,0.9627,en
1023,unharmful,harmful,0.7773,en
1024,unharmful,unharmful,0.5927,en
1025,unharmful,unharmful,0.9466,en
1026,unharmful,unharmful,0.9669,en
1027,unharmful,unharmful,0.977,en
1028,unharmful,unharmful,0.9859,en
1029,harmful,harmful,0.9975,en
1030,harmful,unharmful,0.7773,en
1031,unharmful,unharmful,0.5927,en
1032,harmful,unharmful,0.7982,en
1033,unharmful,unharmful,0.5927,en
1034,harmful,harmful,0.5312,en
1035,harmful,unharmful,0.7311,en
1036,unharmful,harmful,0.9669,en
1037,unharmful,unharmful,0.852,en
1038,unharmful,unharmful,0.7549,en
1039,unharmful,unharmful,0.867,en
1040,harmful,unharmful,0.982,en
1041,unharmful,unharmful,0.982,en
1042,unharmful,harmful,0.9399,en
1043,unharmful,unharmful,0.9859,en
1044,unharmful,unharmful,0.5312,en
1045,unharmful,harmful,0.8808,en
1046,unharmful,unharmful,0.9924,en
1047,unharmful,unharmful,0.9941,en
1048,unharmful,harmful,0.9047,en
1049,unharmful,unharmful,0.9149,en
1050,harmful,unharmful,0.5622,en
1051,unharmful,unharmful,0.9924,en
1052,unharmful,unharmful,0.8355,en
1053,unharmful,unharmful,0.9325,en
1054,unharmful,unharmful,0.982,en
1055,unharmful,unharmful,0.6792,en
1056,unharmful,unharmful,0.9975,en
1057,unharmful,unharmful,0.7058,en
1058,unharmful,unharmful,0.9325,en
1059,unharmful,unharmful,0.9948,en
1060,unharmful,unharmful,0.9941,en
1061,unharmful,unharmful,0.9669,en
1062,harmful,unharmful,0.5622,en
1063,unharmful,unharmful,0.9707,en
1064,unharmful,unharmful,0.9841,en
1065,unharmful,unharmful,0.7311,en
1066,unharmful,unharmful,0.8808,en
1067,unharmful,unharmful,0.9325,en
1068,unharmful,unharmful,0.9903,en
1069,unharmful,unharmful,0.9149,en
1070,unharmful,unharmful,0.9669,en
1071,unharmful,unharmful,0.9466,en
1072,unharmful,unharmful,0.974,en
1073,unharmful,unharmful,0.9797,en
1074,unharmful,unharmful,0.9981,en
1075,unharmful,unharmful,0.9983,en
1076,unharmful,unharmful,0.8933,en
1077,unharmful,harmful,0.974,en
1078,unharmful,unharmful,0.9996,en
1079,unharmful,harmful,0.9997,en
1080,unharmful,harmful,0.7982,en
1081,unharmful,unharmful,0.9959,en
1082,unharmful,unharmful,0.9914,en
1083,unharmful,unharmful,0.9526,en
1084,unharmful,unharmful,0.9579,en
1085,unharmful,unharmful,0.9526,en
1086,unharmful,unharmful,0.9903,en
1087,unharmful,unharmful,0.7311,en
1088,unharmful,harmful,0.989,en
1089,harmful,unharmful,0.5312,en
1090,unharmful,unharmful,0.9933,en
1091,unharmful,harmful,0.9579,en
1092,unharmful,unharmful,0.982,en
1093,unharmful,unharmful,0.9241,en
1095,unharmful,unharmful,0.9579,en
1096,unharmful,unharmful,0.9954,en
1097,unharmful,unharmful,0.9948,en
1098,unharmful,unharmful,0.8808,en
1099,unharmful,unharmful,0.9579,en
1100,unharmful,unharmful,0.9988,en
1101,unharmful,harmful,0.9241,en
1102,unharmful,unharmful,0.9903,en
1103,unharmful,unharmful,0.5927,en
1104,harmful,unharmful,0.8933,en
1105,unharmful,unharmful,0.9994,en
1106,unharmful,unharmful,0.9707,en
1107,unharmful,unharmful,0.9988,en
1108,unharmful,unharmful,0.9876,en
1109,unharmful,unharmful,0.9876,en
1110,unharmful,unharmful,0.9797,en
1111,unharmful,unharmful,0.9325,en
1112,unharmful,unharmful,0.7058,en
1113,unharmful,unharmful,0.9999,en
1114,unharmful,unharmful,0.9972,en
1115,unharmful,unharmful,0.9997,en
1116,unharmful,unharmful,0.867,en
1117,unharmful,unharmful,0.9466,en
1118,unharmful,unharmful,0.8808,en
1119,unharmful,unharmful,0.6514,en
1120,unharmful,unharmful,0.9627,en
1121,unharmful,unharmful,0.8355,en
1122,unharmful,unharmful,0.9975,en
1123,unharmful,unharmful,0.8933,en
1124,unharmful,unharmful,0.9924,en
1125,unharmful,unharmful,0.9924,en
1126,unharmful,harmful,0.7773,en
1127,unharmful,unharmful,0.9149,en
1128,unharmful,unharmful,0.9924,en
1129,unharmful,unharmful,0.9047,en
1130,unharmful,unharmful,0.6225,en
1131,unharmful,unharmful,0.9991,en
1132,unharmful,unharmful,0.9627,en
1133,unharmful,unharmful,0.9972,en
1134,unharmful,harmful,0.9325,en
1135,unharmful,unharmful,0.989,en
1136,unharmful,unharmful,0.9241,en
1137,unharmful,unharmful,0.7549,en
1138,unharmful,unharmful,0.9903,en
1139,harmful,unharmful,0.8808,en
1140,unharmful,unharmful,0.8355,en
1141,unharmful,unharmful,0.8808,en
1142,harmful,unharmful,0.6225,en
1143,unharmful,unharmful,0.9941,en
1144,unharmful,unharmful,0.9924,en
1145,unharmful,unharmful,0.6514,en
1146,unharmful,unharmful,0.6792,en
1147,harmful,unharmful,0.9859,en
1148,unharmful,unharmful,0.9841,en
1149,unharmful,unharmful,0.5927,en
1150,unharmful,unharmful,0.5622,en
1151,unharmful,unharmful,0.9968,en
1152,unharmful,unharmful,0.7982,en
1153,unharmful,unharmful,0.7058,en
1154,unharmful,unharmful,0.9526,en
1155,unharmful,unharmful,0.9997,en
1156,unharmful,unharmful,0.9975,en
1157,unharmful,unharmful,0.9707,en
1158,unharmful,unharmful,0.6225,en
1159,unharmful,unharmful,0.989,en
1160,unharmful,harmful,0.9241,en
1161,unharmful,unharmful,0.9627,en
1162,unharmful,unharmful,0.9707,en
1163,unharmful,unharmful,0.9669,en
1165,unharmful,unharmful,0.9241,en
1166,unharmful,unharmful,0.977,en
1167,harmful,unharmful,0.7549,en
1168,unharmful,unharmful,0.9627,en
1169,unharmful,unharmful,0.9914,en
1170,unharmful,unharmful,0.8808,en
1171,unharmful,unharmful,0.8808,en
1172,unharmful,unharmful,0.7311,en
1173,unharmful,unharmful,0.9914,en
1174,unharmful,unharmful,0.9968,en
1175,unharmful,unharmful,0.6792,en
1176,unharmful,unharmful,0.8933,en
1177,unharmful,unharmful,0.9914,en
1178,unharmful,unharmful,0.9241,en
1179,unharmful,unharmful,0.867,en
1180,unharmful,unharmful,0.9948,en
1181,unharmful,unharmful,0.7773,en
1182,unharmful,unharmful,0.9933,en
1183,unharmful,unharmful,0.9998,en
1184,unharmful,unharmful,0.9466,en
1185,unharmful,unharmful,0.5622,en
1186,harmful,harmful,0.7549,en
1187,unharmful,unharmful,0.9933,en
1188,unharmful,unharmful,0.9047,en
1189,unharmful,unharmful,0.9707,en
1190,unharmful,unharmful,0.5622,en
1191,unharmful,harmful,0.8808,en
1192,unharmful,unharmful,0.5622,en
1193,unharmful,unharmful,0.9707,en
1194,unharmful,harmful,0.9149,en
1195,unharmful,unharmful,0.9975,en
1196,unharmful,unharmful,0.8355,en
1197,unharmful,unharmful,0.9325,en
1198,unharmful,unharmful,0.5622,en
1199,harmful,unharmful,0.5312,en
1200,unharmful,unharmful,0.7549,en
1201,harmful,unharmful,0.8176,en
1202,unharmful,harmful,0.7773,en
1203,unharmful,unharmful,0.9954,en
1204,unharmful,unharmful,0.867,en
1205,unharmful,unharmful,0.852,en
1206,harmful,unharmful,0.5622,en
1207,unharmful,unharmful,0.9988,en
1208,unharmful,unharmful,0.8808,en
1209,unharmful,unharmful,0.9972,en
1210,unharmful,unharmful,0.9579,en
1211,unharmful,unharmful,0.9997,en
1212,unharmful,unharmful,0.9526,en
1213,unharmful,unharmful,0.9841,en
1214,unharmful,unharmful,0.9988,en
1215,unharmful,unharmful,0.9948,en
1216,unharmful,unharmful,0.977,en
1217,unharmful,unharmful,0.9941,en
1218,unharmful,harmful,0.989,en
1219,unharmful,unharmful,0.9983,en
1220,unharmful,harmful,0.9399,en
1221,unharmful,unharmful,0.9992,en
1222,unharmful,unharmful,0.9797,en
1223,unharmful,harmful,0.9797,en
1224,unharmful,unharmful,0.9959,en
1225,unharmful,unharmful,0.9941,en
1226,unharmful,unharmful,0.9985,en
1227,unharmful,unharmful,0.5622,en
1228,unharmful,unharmful,0.9954,en
1229,unharmful,harmful,0.9579,en
1230,unharmful,unharmful,0.9859,en
1231,unharmful,unharmful,0.8355,en
1232,unharmful,unharmful,0.9914,en
1233,unharmful,unharmful,0.9466,en
1234,unharmful,unharmful,0.9964,en
1235,unharmful,harmful,0.9466,en
1236,unharmful,unharmful,0.7311,en
1237,unharmful,unharmful,0.8808,en
1238,unharmful,unharmful,0.9707,en
1239,unharmful,harmful,0.9241,en
1240,unharmful,unharmful,0.9669,en
1241,unharmful,unharmful,0.9964,en
1242,unharmful,unharmful,0.9914,en
1243,unharmful,unharmful,0.9859,en
1244,unharmful,harmful,0.9241,en
1245,unharmful,unharmful,0.8808,en
1246,unharmful,harmful,0.9325,en
1247,unharmful,unharmful,0.989,en
1248,unharmful,unharmful,0.989,en
1249,harmful,unharmful,0.9466,en
1250,unharmful,unharmful,0.9948,en
1251,harmful,unharmful,0.7058,en
1252,unharmful,unharmful,0.982,en
1253,harmful,unharmful,0.7982,en
1254,unharmful,unharmful,0.9579,en
1255,harmful,unharmful,0.7311,en
1256,unharmful,unharmful,0.7982,en
1257,unharmful,unharmful,0.7311,en
1258,harmful,unharmful,0.7311,en
1259,unharmful,unharmful,0.5927,en
1260,harmful,unharmful,0.9241,en
1261,harmful,unharmful,0.9241,en
1262,harmful,unharmful,0.9399,en
1263,harmful,harmful,0.982,en
1264,unharmful,unharmful,0.974,en
1265,unharmful,unharmful,0.7311,en
1266,harmful,unharmful,0.7982,en
1267,harmful,unharmful,0.7982,en
1268,unharmful,unharmful,0.9933,en
1269,unharmful,unharmful,0.5927,en
1270,harmful,unharmful,0.9975,en
1271,unharmful,unharmful,0.6225,en
1272,unharmful,unharmful,0.9987,en
1273,unharmful,unharmful,0.9707,en
1274,unharmful,unharmful,0.6225,en
1275,harmful,unharmful,0.9466,en
1276,unharmful,unharmful,0.7311,en
1277,unharmful,harmful,0.9627,en
1278,unharmful,unharmful,0.7549,en
1280,unharmful,unharmful,0.9149,en
1281,unharmful,unharmful,0.974,en
1282,unharmful,unharmful,0.9526,en
1283,unharmful,unharmful,0.982,en
1284,unharmful,unharmful,0.977,en
1285,unharmful,unharmful,0.8355,en
1286,unharmful,unharmful,0.989,en
1287,unharmful,unharmful,0.867,en
1288,unharmful,unharmful,0.9996,en
1289,unharmful,unharmful,0.989,en
1290,unharmful,unharmful,0.9876,en
1291,unharmful,unharmful,0.9914,en
1292,unharmful,unharmful,0.867,en
1293,unharmful,unharmful,0.7982,en
1294,unharmful,unharmful,0.6225,en
1295,unharmful,unharmful,0.989,en
1296,unharmful,unharmful,0.8355,en
1297,unharmful,unharmful,0.9241,en
1298,unharmful,unharmful,0.9627,en
1299,unharmful,unharmful,0.9627,en
1300,unharmful,unharmful,0.5927,en
1301,harmful,harmful,0.852,en
1302,harmful,unharmful,0.6792,en
1303,unharmful,harmful,0.9526,en
1304,unharmful,unharmful,0.7773,en
1305,unharmful,unharmful,0.9948,en
1306,harmful,unharmful,0.6225,en
1307,harmful,unharmful,0.6514,en
1308,unharmful,unharmful,0.9968,en
1309,unharmful,unharmful,0.6514,en
1310,unharmful,unharmful,0.9047,en
1311,unharmful,unharmful,0.7311,en
1312,harmful,unharmful,0.7549,en
1313,unharmful,unharmful,0.8808,en
1314,unharmful,unharmful,0.8933,en
1315,harmful,unharmful,0.5622,en
1316,unharmful,unharmful,0.989,en
1317,harmful,unharmful,0.977,en
1318,unharmful,harmful,0.977,en
1319,unharmful,unharmful,0.7058,en
1320,harmful,harmful,0.6792,en
1321,unharmful,unharmful,0.9959,en
1322,unharmful,unharmful,0.9627,en
1324,harmful,unharmful,0.9841,en
1325,harmful,harmful,0.852,en
1326,unharmful,unharmful,0.9876,en
1328,harmful,harmful,0.7982,en
1329,harmful,unharmful,0.6225,en
1330,harmful,unharmful,0.8933,en
1331,unharmful,harmful,0.5,en
1332,unharmful,unharmful,0.7311,en
1333,unharmful,unharmful,0.9941,en
1334,unharmful,unharmful,0.9669,en
1335,unharmful,unharmful,0.5,en
1336,unharmful,harmful,0.5622,en
1337,unharmful,unharmful,0.8355,en
1338,unharmful,unharmful,0.7773,en
1339,unharmful,unharmful,0.9707,en
1340,unharmful,unharmful,0.5622,en
1341,unharmful,unharmful,0.867,en
1342,unharmful,unharmful,0.9707,en
1343,unharmful,unharmful,0.974,en
1344,unharmful,unharmful,0.8808,en
1345,unharmful,unharmful,0.8933,en
1346,unharmful,unharmful,0.852,en
1348,unharmful,harmful,0.9149,en
1349,unharmful,unharmful,0.5927,en
1350,unharmful,unharmful,0.9914,en
1351,unharmful,unharmful,0.9579,en
1353,unharmful,unharmful,0.9876,en
1354,harmful,unharmful,0.9924,en
1355,harmful,unharmful,0.6792,en
1356,unharmful,unharmful,0.852,en
1357,unharmful,unharmful,0.7058,en
1358,unharmful,unharmful,0.8808,en
1359,unharmful,unharmful,0.867,en
1360,unharmful,unharmful,0.9627,en
1361,unharmful,unharmful,0.9047,en
1362,unharmful,unharmful,0.7773,en
1363,harmful,harmful,0.867,en
1364,unharmful,unharmful,0.8933,en
1365,unharmful,unharmful,0.5622,en
1366,harmful,unharmful,0.6792,en
1367,harmful,unharmful,0.6792,en
1368,harmful,unharmful,0.867,en
1369,unharmful,unharmful,0.7549,en
1370,unharmful,unharmful,0.7058,en
1371,unharmful,unharmful,0.9526,en
1372,unharmful,unharmful,0.989,en
1373,harmful,harmful,0.7773,en
1374,unharmful,unharmful,0.7982,en
1375,unharmful,harmful,0.982,en
1376,harmful,unharmful,0.5927,en
1377,unharmful,unharmful,0.8355,en
1378,unharmful,unharmful,0.9964,en
1379,harmful,unharmful,0.9149,en
1380,unharmful,harmful,0.6514,en
1381,unharmful,harmful,0.7982,en
1382,unharmful,harmful,0.9669,en
1383,unharmful,harmful,0.8933,en
1384,harmful,harmful,0.9579,en
1385,unharmful,harmful,0.7058,en
1386,harmful,harmful,0.8933,en
1387,unharmful,unharmful,0.7549,en
1388,harmful,harmful,0.9948,en
1389,harmful,harmful,0.9399,en
1390,harmful,harmful,0.977,en
1391,harmful,harmful,0.8933,en
1392,harmful,harmful,0.9149,en
1393,unharmful,harmful,0.6514,en
1394,harmful,harmful,0.5622,en
1395,harmful,harmful,0.9978,en
1396,harmful,harmful,0.5312,en
1397,harmful,harmful,0.7058,en
1398,harmful,harmful,0.9579,en
1399,unharmful,harmful,0.9325,en
1400,harmful,harmful,0.9526,en
1401,unharmful,harmful,0.8176,en
1402,unharmful,harmful,0.5,en
1403,unharmful,harmful,0.9627,en
1404,harmful,harmful,0.6792,en
1405,harmful,harmful,0.5927,en
1406,harmful,harmful,0.8355,en
1407,unharmful,harmful,0.9903,en
1408,unharmful,unharmful,0.9399,en
1409,harmful,harmful,0.9466,en
1410,unharmful,harmful,0.8355,en
1411,harmful,harmful,0.9325,en
1412,harmful,harmful,0.9972,en
1413,harmful,harmful,0.7311,en
1414,unharmful,harmful,0.852,en
1415,unharmful,harmful,0.5,en
1416,harmful,harmful,0.852,en
1417,harmful,harmful,0.5312,en
1418,unharmful,harmful,0.6225,en
1419,unharmful,harmful,0.5622,en
1420,harmful,harmful,0.6792,en
1421,harmful,harmful,0.867,en
1422,unharmful,unharmful,0.7549,en
1423,unharmful,harmful,0.9325,en
1424,harmful,harmful,0.9399,en
1426,harmful,harmful,0.9797,en
1427,unharmful,harmful,0.9149,en
1428,harmful,harmful,0.982,en
1429,unharmful,harmful,0.7549,en
1430,harmful,harmful,0.7549,en
1431,harmful,harmful,0.5622,en
1432,unharmful,unharmful,0.6792,en
1433,unharmful,harmful,0.7773,en
1434,unharmful,harmful,0.5927,en
1435,harmful,unharmful,0.6792,en
1436,unharmful,harmful,0.6514,en
1437,unharmful,harmful,0.852,en
1438,unharmful,harmful,0.8808,en
1439,unharmful,unharmful,0.9797,en
1440,harmful,harmful,0.9997,en
1441,unharmful,harmful,0.8176,en
1442,unharmful,harmful,0.9579,en
1443,unharmful,harmful,0.8808,en
1444,harmful,harmful,0.9526,en
1445,unharmful,unharmful,0.5622,en
1446,unharmful,harmful,0.9149,en
1448,harmful,harmful,0.9399,en
1449,unharmful,harmful,0.9841,en
1450,unharmful,unharmful,0.9047,en
1451,harmful,harmful,0.9579,en
1452,harmful,harmful,0.852,en
1453,unharmful,harmful,0.7549,en
1454,harmful,harmful,0.8355,en
1455,unharmful,harmful,0.7549,en
1456,unharmful,unharmful,0.9707,en
1457,unharmful,harmful,0.5927,en
1458,unharmful,harmful,0.6792,en
1459,harmful,harmful,0.974,en
1461,harmful,harmful,0.977,en
1462,harmful,harmful,0.7982,en
1463,unharmful,harmful,0.977,en
1464,unharmful,harmful,0.9047,en
1465,harmful,harmful,0.9988,en
1466,harmful,unharmful,0.6225,en
1467,unharmful,unharmful,0.7058,en
1468,harmful,harmful,0.8808,en
1469,harmful,harmful,0.6225,en
1470,unharmful,unharmful,0.5,en
1471,harmful,unharmful,0.974,en
1472,harmful,harmful,0.6514,en
1473,harmful,harmful,0.6225,en
1474,harmful,harmful,0.9987,en
1475,harmful,unharmful,0.9579,en
1476,harmful,harmful,0.8355,en
1477,harmful,harmful,0.6792,en
1478,harmful,harmful,0.974,en
1479,harmful,harmful,0.6225,en
1480,harmful,harmful,0.9993,en
1481,unharmful,harmful,0.7549,en
1482,unharmful,harmful,0.5,en
1483,harmful,harmful,0.9627,en
1484,harmful,harmful,0.9797,en
1485,harmful,harmful,0.5622,en
1486,harmful,harmful,0.9241,en
1487,harmful,unharmful,0.5622,en
1488,harmful,harmful,0.9399,en
1489,harmful,harmful,0.977,en
1490,harmful,harmful,0.977,en
1491,harmful,harmful,0.8808,en
1492,harmful,harmful,0.9988,en
1493,harmful,harmful,0.6514,en
1494,harmful,harmful,0.9241,en
1495,harmful,harmful,0.9149,en
1496,harmful,harmful,0.8176,en
1497,unharmful,harmful,0.9466,en
1498,harmful,harmful,0.9669,en
1499,unharmful,harmful,0.9669,en
1500,unharmful,harmful,0.5622,en
1501,harmful,harmful,0.9975,en
1502,harmful,harmful,0.9526,en
1503,harmful,harmful,0.6514,en
1504,harmful,harmful,0.7549,en
1505,harmful,harmful,0.8933,en
1506,harmful,harmful,0.9948,en
1507,harmful,harmful,0.7773,en
1508,harmful,harmful,0.8808,en
1509,harmful,unharmful,0.6792,en
1510,harmful,harmful,0.9948,en
1511,harmful,harmful,0.982,en
1512,harmful,harmful,0.9669,en
1513,unharmful,harmful,0.8933,en
1514,unharmful,harmful,0.5312,en
1515,harmful,harmful,0.977,en
1516,harmful,unharmful,0.7982,en
1517,harmful,harmful,0.9325,en
1518,unharmful,harmful,0.867,en
1519,harmful,unharmful,0.9924,en
1520,unharmful,harmful,0.5,en
1521,harmful,harmful,0.9707,en
1522,harmful,harmful,0.9627,en
1523,harmful,harmful,0.8933,en
1524,harmful,unharmful,0.977,en
1525,unharmful,harmful,0.974,en
1526,harmful,harmful,0.9941,en
1527,unharmful,unharmful,0.9241,en
1528,harmful,harmful,0.9983,en
1529,harmful,harmful,0.8355,en
1530,harmful,unharmful,0.7549,en
1531,harmful,unharmful,0.9579,en
1532,harmful,unharmful,0.9975,en
1533,harmful,harmful,0.8808,en
1534,harmful,harmful,0.9579,en
1535,harmful,harmful,0.9466,en
1536,harmful,unharmful,0.8808,en
